MODULE_SN,JOB_ID,MODEL_ID,BOM_PN,BOM_PN_REV,DATASET_NAME,DATASETSTATUS,DATASET_ENDTIME,DATA_NAME,DATA_VAL,DATA_STATUS,DATA_SPEC,STATION,COMPUTER,ROUTE_ID,DATASET_ID,ATE_VERSION,Flag
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][400],-0.021,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][408],-0.062,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][416],0.073,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][424],0.055,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][432],0.087,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][440],0.163,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][448],0.074,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][456],0.104,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][464],0.063,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][472],0.091,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][480],0.089,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][488],0.094,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][496],0.192,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][504],0.137,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][512],0.151,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][520],0.066,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][528],-0.013,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][536],0.094,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][544],0.183,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][552],0.19,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][560],0.093,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][568],0.076,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][576],0.186,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][584],0.077,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][592],0.183,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][600],0.077,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][608],0.008,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][616],0.075,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][624],0.188,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][632],0.073,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][640],0.006,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][648],0.009,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][656],0.001,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
C2ACFJT29W001J,CHRT-SBR47036-0034NFG,FTLC3321U3NL-FJ,1263066,A24,tx_wl_verify_cl-nn,PASS,2.01707E+13,tx_laser_closedloop_check:frequency_delta[GHz][664],0.112,PASS,FALSE,CFP2-WXI-TUNE_TX01,PHL-DPDH0853,863616,25856662,ATE_Code-Generic-3.44-64,
